age,sex,zone,mc,vage,bonus,duration,freq,sev
60,2,3,3,27,3,0.5,0,0
50,2,3,1,6,1,0.99,0,0
52,2,3,4,7,2,0.5,0,0
35,2,1,5,0,7,0.44,0,0
27,2,5,1,37,1,1,0,0
45,2,3,6,14,6,1.44,0,0
46,2,2,4,8,2,0.51,0,0
36,2,4,4,50,7,0.5,0,0
50,2,1,5,19,2,0.5,0,0
30,2,2,3,9,2,0.5,0,0
24,1,6,6,9,5,0.39,0,0
68,2,4,1,14,4,1,0,0
33,2,4,6,12,7,1.3,0,0
25,2,2,1,12,1,0.07,0,0
37,2,3,2,4,7,1,0,0
49,2,3,5,12,1,0.44,0,0
31,2,1,5,14,2,1,0,0
58,2,1,4,16,7,0.5,0,0
29,2,6,6,9,7,0.6,0,0
55,1,6,3,14,2,0.5,0,0
55,2,4,4,16,4,1.49,0,0
44,2,2,4,7,1,0.64,0,0
32,2,3,1,12,7,0.12,0,0
49,2,4,2,15,4,0.65,0,0
47,2,5,1,25,2,1,0,0
37,2,7,3,10,7,1,0,0
55,2,2,4,10,7,1,0,0
43,2,3,4,16,5,1.5,0,0
44,2,3,1,39,7,1,0,0
38,2,2,2,18,1,1,0,0
38,2,4,3,20,1,0.6,0,0
50,2,4,6,2,6,0.49,0,0
24,2,1,5,2,6,0.42,0,0
59,2,4,4,14,4,0.5,0,0
44,2,1,3,15,7,2.31,0,0
54,2,1,2,5,4,0.5,0,0
24,2,6,4,0,3,0.5,0,0
45,1,4,6,6,7,1.98,0,0
45,2,6,2,13,2,0.69,0,0
45,2,2,4,13,4,0.5,0,0
44,2,1,2,9,2,0.5,0,0
55,2,3,5,18,6,0.5,0,0
41,1,4,3,1,5,0.1,0,0
47,2,2,3,13,2,1,0,0
44,2,3,6,2,7,3.36,0,0
42,2,5,4,12,1,1.01,0,0
60,2,4,6,16,1,1.21,0,0
41,2,3,6,17,6,0.5,0,0
43,2,4,6,14,2,0.56,0,0
59,2,4,1,16,1,2.87,0,0
47,2,4,4,29,5,0.5,0,0
48,2,2,4,18,5,0.5,0,0
56,2,4,7,12,2,1,0,0
48,2,3,4,16,2,1.06,0,0
45,2,4,5,20,7,3.91,0,0
51,2,2,3,20,5,0.78,0,0
24,2,4,3,1,5,0.88,0,0
25,2,4,5,4,5,1.47,0,0
50,1,4,3,18,7,1,0,0
26,2,4,4,13,1,1,0,0
52,2,1,3,0,3,0.35,0,0
48,2,3,5,15,3,2,0,0
57,1,4,3,15,7,1,0,0
55,2,4,5,2,4,0.5,0,0
60,2,2,3,16,4,0,0,0
52,2,6,6,1,7,0.92,0,0
29,2,3,4,18,1,0.24,0,0
47,1,4,1,9,1,0.95,0,0
33,2,4,3,18,4,0.5,0,0
40,2,2,5,2,2,0.96,0,0
23,1,2,4,23,1,0.75,0,0
41,2,4,2,47,2,1,0,0
18,2,2,3,4,2,0.36,0,0
29,2,5,3,1,1,0.61,0,0
47,2,1,3,5,5,0.5,0,0
29,2,1,4,3,7,1.5,0,0
46,2,1,3,16,3,0.78,0,0
52,2,4,1,26,1,3.38,0,0
41,2,4,4,14,7,1.7,0,0
49,2,2,1,6,6,0.97,0,0
33,1,3,5,11,7,0.23,0,0
26,1,3,3,15,1,0.48,0,0
56,2,3,4,8,7,1,0,0
45,2,1,3,16,5,1.06,0,0
60,2,1,1,43,1,0.37,0,0
43,2,2,4,18,6,0.84,0,0
55,2,4,2,14,7,0.75,0,0
30,2,4,5,16,5,2.99,0,0
50,2,1,4,20,2,0,0,0
58,2,4,4,2,7,2.95,0,0
47,2,2,4,1,6,1.5,0,0
50,2,3,3,13,7,2.59,0,0
43,2,3,3,13,1,1.19,0,0
17,2,4,1,12,1,7.66,0,0
23,1,1,3,17,2,1,0,0
22,2,1,3,12,1,0.18,0,0
21,2,3,4,16,1,0.35,0,0
47,2,4,1,7,6,1,0,0
43,2,3,3,22,7,2,0,0
52,2,2,5,3,7,3,0,0
42,2,1,4,13,2,0.5,0,0
41,2,2,5,13,1,0.5,0,0
62,2,1,4,0,1,0.44,0,0
26,2,3,2,18,1,0.49,0,0
35,2,5,3,1,1,0.5,0,0
48,2,4,3,5,6,1.5,0,0
63,2,1,2,20,7,0.97,0,0
50,2,4,5,3,2,0.5,0,0
30,2,3,5,18,1,1.95,0,0
19,2,3,1,9,1,0.67,0,0
70,2,4,3,7,3,0.5,0,0
45,2,6,5,3,4,1,0,0
50,2,4,6,6,6,0.67,0,0
22,1,3,5,9,1,0.46,0,0
69,2,4,1,31,1,0.96,0,0
24,1,1,3,8,1,0.01,0,0
22,2,1,3,5,2,0.48,0,0
26,2,4,5,11,6,0.21,0,0
25,2,1,4,6,2,0.04,0,0
23,2,4,5,3,3,0.5,0,0
43,2,4,1,12,4,0.18,0,0
32,2,3,3,4,2,0.24,0,0
24,2,4,6,3,1,1.01,0,0
70,2,2,5,8,7,0.97,0,0
39,2,4,5,26,1,0.41,0,0
53,2,1,4,15,6,0.5,0,0
22,2,4,3,14,2,1.41,0,0
18,2,3,3,4,3,0.03,0,0
52,1,4,3,20,7,1,0,0
46,2,2,3,17,7,1.92,0,0
64,2,2,4,16,7,0.5,0,0
32,2,3,3,18,1,1,0,0
41,2,2,2,15,3,1.94,0,0
55,2,5,3,16,1,0.95,0,0
31,1,3,3,17,2,2,0,0
50,1,6,3,17,1,0.92,0,0
17,2,2,3,4,1,0.49,0,0
34,2,5,5,15,7,1,0,0
25,2,4,3,3,5,1.43,0,0
41,2,5,4,11,4,0.36,0,0
45,2,2,4,15,6,0.96,0,0
43,2,3,4,2,7,3.45,0,0
65,2,1,1,24,4,1,0,0
67,2,4,4,16,7,2.9,0,0
45,2,4,4,3,1,0.74,0,0
34,2,4,5,17,5,1,0,0
34,2,5,7,1,7,0,0,0
67,2,3,2,45,7,0.5,0,0
45,2,6,1,7,1,0.18,0,0
23,2,4,6,5,3,2.02,0,0
28,2,6,6,9,7,0.11,0,0
50,2,2,4,15,4,0.75,0,0
44,2,2,2,18,3,0.5,0,0
48,2,1,5,17,1,0.47,0,0
24,1,5,4,16,1,0.81,0,0
32,2,1,4,14,7,1,0,0
22,2,3,5,7,4,0.92,0,0
48,2,2,3,1,6,3.38,0,0
41,1,1,4,29,6,0.87,0,0
74,2,3,5,8,1,1,0,0
30,1,2,3,14,7,0.81,0,0
50,2,4,3,25,7,0.98,0,0
22,2,3,4,0,3,0.14,0,0
23,2,4,3,5,2,2.26,0,0
54,2,1,1,15,7,0.5,0,0
50,2,2,2,14,1,0.83,0,0
50,2,2,5,10,2,1,0,0
58,1,4,1,44,7,1.54,0,0
45,2,3,6,15,7,2.75,0,0
52,2,5,6,7,7,0.34,0,0
25,2,4,7,6,7,0.3,1,64700
27,2,4,7,3,7,0.5,0,0
47,2,2,5,16,4,0.01,0,0
53,2,5,3,4,3,1.2,0,0
42,2,4,3,13,4,0.5,0,0
46,1,1,5,16,4,0.96,0,0
45,2,4,4,8,5,0.74,0,0
62,2,4,3,19,6,1,0,0
51,1,3,3,3,3,0.5,0,0
42,2,4,5,14,7,9.81,0,0
28,2,4,5,24,6,0.41,0,0
52,1,4,4,17,7,3.51,0,0
57,2,2,3,3,7,3.81,0,0
32,1,3,3,5,6,0.48,0,0
32,2,4,3,6,5,0.96,0,0
51,2,2,3,8,7,0.5,0,0
35,2,4,3,24,3,0.5,0,0
50,2,2,4,2,4,0.5,0,0
52,2,1,5,15,7,1.42,0,0
28,2,2,4,3,4,0.47,0,0
53,2,3,4,8,7,1.42,0,0
70,2,1,5,1,7,0.48,0,0
37,2,2,4,25,2,0.55,0,0
32,2,6,3,16,2,1.25,0,0
45,1,4,3,2,4,0.5,0,0
25,2,5,1,11,7,0.05,0,0
26,2,6,4,2,3,0.95,0,0
21,2,2,3,12,2,0.5,0,0
59,2,1,3,3,1,0.5,0,0
29,1,4,4,8,1,0.22,0,0
49,2,6,5,20,7,0.96,0,0
57,2,4,6,9,7,1.75,0,0
31,2,4,4,10,6,0.62,0,0
76,2,4,2,38,7,0.99,0,0
35,2,5,4,17,1,0.81,0,0
43,1,4,2,5,1,0.16,0,0
56,2,2,3,14,3,0.5,0,0
47,2,3,5,11,1,0.35,0,0
48,2,4,6,13,3,0,0,0
57,2,3,5,16,3,0.67,0,0
37,1,2,2,2,7,0.93,0,0
61,2,4,3,13,1,1.44,0,0
41,2,4,6,10,5,0.39,0,0
27,2,7,5,4,5,0.42,0,0
26,2,4,3,1,7,2.79,0,0
52,2,4,2,13,7,2,0,0
39,2,1,4,0,7,0,0,0
56,1,3,6,16,7,0.22,0,0
19,2,4,1,15,1,2.25,0,0
54,2,4,4,15,4,1,0,0
49,2,4,1,44,1,0.75,0,0
52,2,5,4,5,1,0.24,0,0
35,2,4,6,18,6,1,0,0
23,2,3,3,1,3,0.3,0,0
25,2,1,3,2,7,0.99,1,7057
25,2,2,6,9,5,0.49,0,0
29,1,1,4,8,4,0.5,0,0
34,2,4,1,12,1,1,0,0
28,2,3,3,1,5,0.5,0,0
47,1,4,4,8,6,0.57,0,0
26,2,4,5,14,3,1.3,0,0
45,1,4,3,14,3,1.12,0,0
23,2,4,5,4,3,0.8,0,0
51,2,2,6,3,7,1.93,0,0
24,2,3,5,15,1,2.38,0,0
52,2,4,5,4,6,0.03,0,0
46,2,2,4,15,2,0.64,0,0
35,2,5,4,2,1,0.25,0,0
47,2,2,4,1,2,0.5,0,0
29,2,2,6,5,1,0.5,0,0
37,2,3,6,15,3,0.5,0,0
43,2,4,5,12,7,5.28,0,0
25,2,4,6,3,1,0.02,0,0
31,2,2,3,11,1,0.37,0,0
49,2,4,3,17,6,0.5,0,0
54,2,3,3,1,7,9.17,0,0
49,2,6,2,18,1,0.5,0,0
23,2,3,3,9,2,0.22,0,0
24,2,2,3,16,4,0,0,0
46,2,4,7,22,2,0,0,0
63,2,4,3,17,7,1,0,0
35,1,4,6,18,7,0.48,0,0
23,2,1,5,2,6,0.02,0,0
43,2,6,5,14,7,2.32,0,0
34,2,5,3,0,1,0.45,0,0
25,2,3,4,16,1,0.48,0,0
21,2,4,3,7,2,0.46,0,0
26,1,1,3,2,1,0.59,0,0
67,2,4,5,16,5,1,0,0
24,2,4,5,18,1,0.49,0,0
51,2,3,5,5,7,2,0,0
24,2,4,5,4,2,0.03,0,0
55,2,3,4,20,1,0.75,0,0
37,2,4,3,15,7,1,0,0
46,2,1,5,22,3,1,0,0
39,2,1,4,12,1,0.13,0,0
46,1,4,3,1,5,0.5,0,0
41,1,4,5,15,1,0.5,0,0
50,2,3,3,19,3,0.5,0,0
24,2,4,1,16,1,0.83,0,0
41,2,1,3,1,2,1.84,0,0
49,2,4,4,11,7,5.27,0,0
52,2,2,6,7,5,0,0,0
50,2,4,6,1,7,11.7,0,0
30,2,4,4,5,7,0.75,0,0
52,2,4,3,5,1,2.07,0,0
31,2,4,5,7,2,0.5,0,0
25,2,2,2,3,5,0.24,0,0
52,2,1,1,0,1,0.2,0,0
44,1,3,6,6,7,0.16,0,0
50,2,4,2,15,6,0.5,0,0
26,1,3,4,3,2,0.96,0,0
48,2,2,2,1,2,0.5,0,0
20,2,3,3,4,4,0.37,0,0
54,2,1,4,13,6,1,0,0
54,2,2,3,14,3,0.5,0,0
23,1,4,3,6,2,0.5,0,0
58,2,4,4,21,3,1.22,0,0
44,1,2,3,18,3,0.5,0,0
29,2,1,1,36,7,0.66,0,0
40,2,2,3,17,4,0.52,0,0
28,2,4,4,21,5,1,0,0
41,2,4,5,17,6,3.48,0,0
45,2,3,4,3,4,0.92,0,0
47,2,1,5,9,1,0.74,0,0
37,2,4,4,12,1,1,0,0
25,2,3,3,2,4,0.24,0,0
56,1,4,6,5,7,0.37,0,0
36,1,4,3,26,1,0.96,0,0
41,2,2,3,2,6,1.38,0,0
22,2,1,3,8,1,0.13,0,0
43,2,4,3,5,2,1.5,0,0
60,2,4,4,19,6,0.93,0,0
42,2,3,1,4,4,1,0,0
21,2,4,3,23,2,1.01,0,0
41,2,4,2,13,1,0.19,0,0
50,1,2,3,1,7,0.37,0,0
51,2,3,2,16,1,0.99,0,0
54,2,3,6,3,7,1,0,0
31,2,4,3,20,2,0.21,0,0
24,2,2,5,5,1,0.51,0,0
50,2,4,1,6,2,0.08,0,0
47,2,4,1,28,7,0.94,0,0
25,2,5,6,11,4,0.32,0,0
32,2,4,3,24,2,0.21,0,0
57,2,4,3,0,4,0.55,0,0
53,2,4,5,7,1,0.91,0,0
46,2,6,2,16,2,0.5,0,0
35,2,6,1,13,6,0.06,0,0
30,2,7,4,1,1,0.12,0,0
27,2,1,4,9,7,0.5,0,0
36,2,1,3,4,6,0.16,0,0
66,2,2,5,2,7,0.58,0,0
46,2,4,3,5,7,16.63,0,0
44,2,1,1,14,7,0.46,0,0
28,2,2,6,12,1,0.69,0,0
44,2,6,6,17,3,2,0,0
36,1,1,5,3,7,1,0,0
54,2,4,1,44,7,1.01,0,0
29,2,4,4,10,2,1.05,0,0
19,2,4,4,13,1,1.58,0,0
42,2,6,1,7,7,1,0,0
43,2,4,4,12,3,1.62,0,0
62,2,1,1,3,4,1,0,0
60,2,3,4,3,6,0.67,0,0
43,2,3,5,17,1,1.22,0,0
29,2,4,3,18,7,1,0,0
47,2,1,4,4,5,1,0,0
47,1,3,6,6,7,1,0,0
50,2,4,4,16,5,1.44,1,492
28,2,3,3,30,3,0.27,0,0
46,2,3,4,0,7,0.44,0,0
48,2,2,2,15,7,0.5,0,0
44,1,4,1,43,1,1,0,0
27,2,2,3,11,4,0.67,0,0
26,2,4,3,13,3,1.65,0,0
52,2,1,3,1,6,0.01,0,0
29,1,5,3,1,2,0,0,0
43,2,1,3,4,6,0.46,0,0
42,2,4,3,18,4,2.54,0,0
61,2,1,2,4,7,0.05,0,0
43,1,3,4,22,1,0.23,0,0
30,2,4,7,1,6,0,0,0
48,2,4,2,12,1,0,0,0
24,2,1,3,3,5,0.46,0,0
68,2,2,5,14,7,1,0,0
41,2,6,1,55,6,0.24,0,0
24,2,1,5,4,1,0.14,0,0
47,2,4,5,11,1,1.17,0,0
43,2,3,5,11,7,1.45,0,0
40,2,1,1,13,2,1,0,0
32,2,2,4,25,1,0.95,0,0
65,2,2,1,26,1,1.5,0,0
56,2,4,3,18,3,1,0,0
37,2,4,2,13,7,0.97,0,0
50,2,5,6,11,6,1,0,0
58,2,5,5,2,5,1,0,0
64,1,4,3,1,7,0.72,0,0
50,2,2,2,2,2,1,0,0
54,2,3,4,17,2,1,0,0
44,2,2,4,0,1,0.41,0,0
33,2,3,7,2,3,0.39,0,0
49,2,2,5,12,1,0.16,0,0
29,2,3,4,16,1,0,0,0
35,2,4,4,18,7,3.82,0,0
37,2,2,5,16,7,0.93,0,0
46,2,2,6,5,6,0.46,0,0
47,2,4,3,9,3,1,0,0
41,2,5,3,3,7,1,0,0
34,2,3,4,3,6,0.13,0,0
47,2,3,4,16,2,0.99,0,0
83,2,4,6,6,7,0.55,0,0
31,2,2,5,1,7,1.05,0,0
26,2,4,4,5,3,0.36,0,0
27,2,4,4,15,2,0.72,1,621
56,1,4,6,10,7,0.53,0,0
53,2,4,1,7,7,0.88,0,0
25,2,5,4,7,7,0,0,0
43,2,1,1,34,7,0.15,0,0
47,2,2,3,17,6,1,0,0
54,2,3,2,66,2,0.5,0,0
46,1,4,4,7,1,0.37,0,0
62,2,2,4,17,3,0,0,0
45,2,6,5,14,7,1,0,0
42,1,6,1,37,4,1,0,0
47,2,4,5,21,7,0.5,0,0
27,2,4,4,15,7,0.3,0,0
51,2,3,4,18,2,0.5,0,0
34,2,3,5,9,7,1.07,0,0
44,2,3,6,10,2,0.53,0,0
26,2,6,6,15,1,0.5,0,0
30,2,1,6,8,4,0.34,0,0
68,2,4,3,17,5,0.5,0,0
73,2,2,3,0,7,0.01,0,0
49,2,3,4,13,1,1.83,0,0
49,1,3,1,12,3,0.68,0,0
58,2,4,3,26,4,0.5,0,0
23,2,3,3,14,1,0.48,0,0
54,2,4,3,1,3,1.42,0,0
49,2,2,3,3,2,0.56,0,0
24,2,4,4,23,2,0.46,0,0
50,2,1,4,37,7,0.96,0,0
43,1,6,1,17,1,1,0,0
38,2,6,3,0,3,0.25,0,0
38,2,1,3,27,7,0.66,0,0
22,1,6,4,14,1,0.13,0,0
46,2,3,4,4,7,0.98,0,0
46,2,4,6,13,2,0.15,0,0
26,2,4,2,17,3,0.22,0,0
23,2,4,1,25,1,0.5,0,0
33,2,1,4,16,1,0.81,0,0
51,2,4,3,14,3,2.05,0,0
38,2,2,3,16,7,0.5,0,0
54,2,4,7,10,2,1,0,0
49,2,6,5,18,7,1,0,0
43,2,1,1,0,7,0,0,0
45,2,6,4,18,4,0.23,0,0
44,2,2,4,13,3,0.58,0,0
37,2,6,1,2,2,0.39,0,0
60,2,2,5,5,2,0.15,0,0
23,2,4,1,2,1,0.35,0,0
24,2,5,1,12,5,0.04,0,0
43,2,6,3,1,1,0.66,0,0
32,2,1,3,26,7,1,0,0
68,2,4,1,34,3,1,0,0
45,2,4,4,22,7,1.08,0,0
39,2,3,1,20,1,1,0,0
62,2,4,5,7,7,0.5,0,0
31,1,4,3,17,2,0.26,0,0
33,2,5,6,10,7,1,0,0
61,2,4,3,22,1,1,0,0
56,2,4,3,12,1,2.1,0,0
31,2,4,2,1,6,0.66,0,0
47,2,3,6,3,7,3.94,0,0
50,2,4,4,12,1,1.9,0,0
58,2,3,4,9,7,1,0,0
29,2,1,2,3,1,0.32,0,0
46,2,3,3,5,7,1.57,0,0
36,2,4,1,15,7,0.44,0,0
62,2,4,1,54,1,0.5,0,0
32,2,5,3,14,1,1,0,0
23,1,4,1,41,1,0.64,0,0
52,2,4,4,26,2,1,0,0
35,1,4,3,3,2,0.49,0,0
72,2,4,1,25,1,1,0,0
29,1,2,5,16,2,0.11,0,0
61,2,3,2,14,1,1.82,0,0
52,1,4,4,15,4,0.5,0,0
31,2,2,1,0,7,0.36,0,0
58,2,3,3,25,2,0.5,0,0
49,2,2,3,1,5,1,0,0
41,2,5,4,4,1,0.02,0,0
48,2,2,3,21,7,1,0,0
42,2,1,6,2,7,1.81,0,0
40,2,4,2,20,3,1,0,0
35,2,4,3,0,7,0.65,0,0
42,2,4,3,2,7,12.14,0,0
42,2,2,3,4,1,0.93,0,0
28,2,1,6,12,1,0,0,0
51,2,1,5,9,7,1,0,0
23,2,2,6,10,1,0.81,0,0
52,2,3,3,12,6,1,0,0
44,2,2,3,16,3,1.49,0,0
32,2,2,4,17,3,0.5,0,0
25,2,3,6,13,1,0.59,0,0
47,2,4,6,1,5,0.98,0,0
25,2,2,5,7,3,0.62,0,0
34,2,1,3,28,7,0.5,0,0
60,2,4,6,6,7,1,0,0
48,2,2,5,4,3,0.25,0,0
28,2,6,1,25,2,0,0,0
21,1,4,5,6,1,0.41,0,0
43,2,2,7,40,7,1,0,0
32,2,3,2,15,1,0.29,0,0
46,2,1,3,1,1,1.4,0,0
55,2,6,1,35,1,1,0,0
61,2,1,3,4,5,1,0,0
41,1,3,7,15,7,0.44,0,0
27,2,1,3,12,5,0.25,0,0
26,2,4,6,15,2,1.93,0,0
58,2,6,6,1,7,1,0,0
25,2,4,2,11,1,1,0,0
52,2,4,4,14,3,2.73,0,0
52,2,6,3,13,6,1,0,0
54,2,6,5,16,3,0.5,0,0
45,1,4,1,55,1,0.94,0,0
48,2,5,1,26,2,0.5,0,0
45,2,5,4,6,1,0.93,0,0
29,2,4,3,12,7,2,0,0
49,2,2,3,17,4,0.96,0,0
68,2,2,5,15,7,1.15,0,0
22,2,1,5,13,2,0,0,0
64,2,6,6,17,6,0.5,0,0
60,2,4,3,20,4,0.75,0,0
43,2,4,4,16,5,1.97,0,0
57,1,2,3,1,7,0.03,0,0
55,2,5,3,6,5,0.25,0,0
18,1,4,1,15,2,0.5,0,0
60,2,6,4,21,1,1,0,0
60,2,4,5,13,2,0.28,0,0
28,2,4,5,11,7,2.94,0,0
42,1,4,6,6,7,0.47,0,0
44,2,4,1,44,7,1,0,0
49,2,5,3,19,7,0.5,0,0
40,2,4,4,5,1,1.59,0,0
58,2,3,4,2,2,0.16,0,0
48,2,4,5,11,5,0.46,0,0
25,2,4,5,14,5,0.25,0,0
27,2,4,3,10,2,1,0,0
43,2,1,4,3,3,1,0,0
52,2,4,2,22,3,0.75,0,0
33,2,4,4,5,2,0.56,0,0
59,2,5,1,13,5,0.53,0,0
38,2,5,3,2,1,0.98,0,0
29,2,4,5,11,6,0.49,0,0
44,2,3,5,19,7,2.9,0,0
27,2,1,1,40,1,0.44,0,0
51,2,3,5,4,2,0.26,0,0
44,1,3,3,16,6,0.5,0,0
55,2,4,4,16,6,0.99,0,0
56,2,2,1,14,7,0.4,0,0
60,2,2,5,14,1,0.5,0,0
25,2,3,6,11,4,1.74,0,0
47,2,4,1,14,1,1.5,0,0
40,2,4,3,14,7,4.42,0,0
53,2,2,5,17,7,6.44,0,0
24,2,3,3,10,2,0.5,0,0
31,1,2,3,13,7,1.89,0,0
47,2,4,5,5,1,0.69,0,0
21,1,2,2,2,1,0.6,0,0
30,2,3,4,11,1,0.25,0,0
41,2,4,3,20,5,0.5,0,0
41,2,3,3,22,3,1,0,0
57,2,2,6,11,4,0.72,0,0
51,1,4,6,12,1,0.47,0,0
39,2,3,5,10,1,0.58,0,0
54,2,3,3,23,1,1,0,0
75,2,4,4,17,6,0.25,0,0
57,2,3,1,33,7,1,0,0
21,2,3,6,1,4,0.7,0,0
53,2,3,1,71,1,2,0,0
48,2,6,2,16,1,0.92,0,0
48,2,6,1,6,6,0.08,0,0
54,2,4,6,11,6,1,0,0
53,2,6,1,15,1,0,0,0
35,1,4,3,11,7,0.22,0,0
30,2,1,6,15,7,0.62,0,0
49,2,4,6,16,4,2.95,0,0
60,2,4,6,16,7,1.93,0,0
38,2,2,6,1,7,0.25,0,0
45,1,2,5,19,7,1.44,0,0
55,2,2,3,14,7,0.04,0,0
22,2,1,2,10,3,0.43,0,0
55,2,2,4,15,7,2.38,0,0
67,2,4,4,2,6,0.99,0,0
39,1,1,3,4,1,1,0,0
31,2,2,4,10,7,1.39,0,0
51,2,6,5,18,1,0.45,0,0
43,2,2,3,15,1,3.39,0,0
29,2,2,4,13,3,1,0,0
66,2,1,2,19,1,0.96,0,0
53,2,4,4,8,1,0.99,0,0
31,2,4,6,10,1,0.85,0,0
33,2,2,3,12,5,0.59,0,0
40,2,4,4,24,5,1.35,0,0
34,1,1,3,16,1,0.6,0,0
37,2,4,3,11,1,0.41,0,0
21,2,3,1,0,3,0.12,0,0
64,2,2,2,13,4,1,0,0
59,2,3,3,7,5,0.95,0,0
17,2,4,4,1,1,0.02,1,20500
47,2,3,4,17,6,0.95,0,0
54,2,4,3,7,2,1.5,0,0
57,2,2,5,13,2,0.49,0,0
23,2,4,6,13,7,0,0,0
60,2,4,4,15,1,1.76,0,0
23,2,3,6,8,7,1.04,0,0
38,2,3,5,11,1,0.92,0,0
47,2,6,5,19,7,1.95,0,0
46,2,4,3,12,2,3.13,0,0
46,2,4,4,12,2,1.94,0,0
28,2,4,5,14,1,2.56,0,0
50,2,3,1,12,7,0.95,0,0
24,2,4,5,3,6,0.47,0,0
36,2,4,6,13,7,2.31,0,0
47,1,2,6,2,1,0.24,0,0
39,2,1,3,15,1,0.95,0,0
21,2,4,4,11,3,0.99,0,0
48,2,1,4,3,1,0.03,0,0
54,2,7,4,11,1,0.5,0,0
36,2,4,2,23,1,0,0,0
52,2,1,1,60,1,1,0,0
54,2,5,3,4,7,1.66,0,0
58,2,4,3,17,4,1.48,0,0
26,2,4,2,19,4,0.87,0,0
43,2,2,2,4,1,1.42,0,0
52,2,3,6,10,6,1.46,0,0
31,2,3,7,13,7,1.07,0,0
27,1,4,3,6,7,0.59,0,0
22,1,6,4,12,2,0,0,0
57,2,3,5,15,7,1.93,0,0
51,2,1,3,41,1,0.2,0,0
52,2,3,5,19,7,1,0,0
23,1,2,3,2,2,0.5,0,0
43,1,4,3,1,5,0.97,0,0
61,2,6,4,15,7,0.22,0,0
53,1,3,2,17,6,0.5,0,0
54,2,3,1,7,7,0.04,0,0
42,2,2,3,23,7,1.41,0,0
33,1,4,1,64,2,0.2,0,0
57,2,2,5,16,7,1.45,0,0
62,2,4,3,14,7,2,0,0
29,2,3,3,16,7,1.99,0,0
63,2,2,3,18,2,1,0,0
51,2,3,4,16,3,0.73,0,0
44,2,6,6,17,7,1.1,0,0
56,2,4,6,12,2,1.45,0,0
42,2,1,4,3,1,0.5,0,0
35,1,1,3,0,1,1.04,0,0
46,2,1,2,15,6,0.42,0,0
17,1,4,3,3,1,0.47,0,0
56,2,4,3,12,7,1.5,0,0
19,2,5,6,16,1,0.45,0,0
21,2,3,1,21,1,1,0,0
24,2,2,4,2,4,0.5,0,0
51,1,4,3,0,5,0.57,0,0
78,2,3,3,17,7,1,0,0
25,2,3,3,11,3,0.5,0,0
65,1,3,6,12,7,1,0,0
48,2,4,4,0,4,0.44,0,0
39,1,6,3,4,7,0.98,0,0
60,2,1,2,1,1,1,0,0
58,1,2,6,14,1,0.86,0,0
29,2,2,5,3,5,0.5,0,0
56,2,5,6,9,2,0.5,0,0
52,2,3,4,7,7,1.38,0,0
43,2,4,6,11,4,1,0,0
43,2,4,3,16,3,2.29,0,0
35,2,2,3,22,3,1,0,0
25,1,4,7,5,7,0.88,0,0
57,2,4,5,17,1,1.51,0,0
57,2,4,5,15,3,0.5,0,0
44,2,2,3,4,4,0.76,1,148700
49,2,1,3,3,2,2.5,0,0
50,2,3,3,2,2,0.33,0,0
62,2,4,1,1,1,0.95,0,0
21,2,4,3,16,2,1.39,0,0
44,2,3,1,63,1,1.98,0,0
21,2,4,5,13,1,3.01,0,0
36,2,2,3,6,5,0.5,0,0
51,2,4,5,11,1,0.93,0,0
26,2,4,7,12,7,0.98,0,0
53,2,4,3,12,2,1.72,0,0
41,1,2,3,6,7,0.95,0,0
34,2,3,3,13,1,0.24,0,0
49,1,4,7,7,7,0.48,0,0
31,2,4,4,5,5,0.93,0,0
59,2,4,1,38,1,1,0,0
19,2,4,6,11,2,1,1,2380
41,1,4,2,1,7,0.48,0,0
23,2,4,5,7,3,0.68,0,0
37,1,4,2,5,3,1.12,0,0
63,2,6,1,15,1,0.5,0,0
42,1,2,6,9,6,0.19,0,0
20,2,3,1,7,1,0.25,0,0
45,2,2,5,23,4,0.72,0,0
41,2,1,3,25,7,1,0,0
27,2,2,6,10,3,0.15,0,0
39,2,1,1,0,7,0.47,0,0
45,2,2,3,27,4,1.43,0,0
45,2,2,2,1,7,1.42,0,0
73,2,4,3,1,4,0.5,0,0
56,2,3,6,12,7,0.96,0,0
41,2,5,5,10,4,0.98,0,0
29,1,3,6,7,6,0.24,0,0
36,2,4,5,17,3,1.94,0,0
41,2,4,4,12,3,0.98,0,0
36,2,2,3,15,4,0.77,0,0
65,2,3,2,41,1,0.35,0,0
30,2,2,5,16,3,1.22,0,0
45,2,4,2,16,7,0.23,0,0
25,2,3,2,2,4,1,0,0
26,2,3,6,17,3,0.47,0,0
39,1,3,1,29,7,0.99,0,0
57,2,4,3,4,1,0.35,0,0
23,2,4,3,9,6,1,0,0
44,2,2,4,5,7,0.33,0,0
27,2,3,3,2,2,0.46,0,0
43,2,2,3,6,6,0.49,0,0
31,1,1,6,9,7,0.21,0,0
64,2,4,1,6,7,1,0,0
45,2,1,4,11,7,1.05,0,0
24,2,4,4,1,6,3.21,0,0
48,2,4,4,16,4,1.31,0,0
46,2,1,4,14,1,1.57,0,0
64,1,2,5,14,6,0.34,0,0
45,1,4,6,1,7,1,0,0
32,2,4,1,44,2,0.5,0,0
20,2,4,3,10,2,0.89,0,0
41,2,4,3,19,4,1,0,0
47,2,5,3,0,1,0,0,0
23,2,2,5,13,1,1.55,0,0
